"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","2nd phase - general contingent",1,"Social Service","daytime","Secondary education",135,"Portuguese",37,37,"Installation and Machine Operators and Assembly Workers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",127,0,0,0,1,0,0,21,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",16.2,0.3,-0.92,"Dropout"
"Single","1st phase - general contingent",4,"Nursing","daytime","Secondary education",132,"Portuguese",19,38,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118,1,0,0,1,0,0,18,0,"0","8","8","7",12.3285714285714,"0","0","8","8","7",12.3285714285714,"0",12.7,3.7,-1.7,"Graduate"
"Single","Change of course",1,"Advertising and Marketing Management","daytime","Technological specialization course",110,"Portuguese",19,3,"Skilled Workers in Industry, Construction and Craftsmen","Armed Forces Professions",110,0,0,0,1,0,0,21,0,"0","6","8","5",11.8333333333333,"0","0","6","8","4",13.25,"1",16.2,0.3,-0.92,"Enrolled"
"Single","2nd phase - general contingent",1,"Oral Hygiene","daytime","Secondary education",133,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",124.4,1,0,0,1,0,1,18,0,"0","7","7","7",13.3,"0","0","8","8","8",15.125,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",135,"Portuguese",1,19,"Administrative staff","Armed Forces Professions",129.4,1,0,0,1,0,0,18,0,"0","6","6","6",12.8333333333333,"0","0","6","7","6",12.1666666666667,"0",11.1,0.6,2.02,"Graduate"
"Single","Technological specialization diploma holders",1,"Social Service","daytime","Technological specialization course",140,"Portuguese",1,1,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",141.7,0,0,0,1,0,1,20,0,"1","6","6","6",12.8333333333333,"0","1","6","6","6",12.8333333333333,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",2,"Veterinary Nursing","daytime","Secondary education",144,"Portuguese",1,19,"Administrative staff","Armed Forces Professions",132.1,1,0,0,1,0,1,19,0,"0","5","10","3",12.6666666666667,"1","0","5","7","3",13,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",5,"Nursing","daytime","Secondary education",122,"Portuguese",37,3,"Unskilled Workers","Specialists in Intellectual and Scientific Activities",116.8,1,0,0,1,0,0,20,0,"0","7","8","6",13.2714285714286,"0","0","8","8","7",14.4714285714286,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Management (evening attendance)","evening","Secondary education",143,"Portuguese",19,37,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",135,0,0,0,1,0,1,20,0,"0","5","5","5",12.4,"0","0","5","6","5",12.8333333333333,"0",10.8,1.4,1.74,"Graduate"
"Single","Technological specialization diploma holders",1,"Veterinary Nursing","daytime","Technological specialization course",150,"Portuguese",38,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",150,0,0,0,1,0,0,20,0,"0","5","10","2",14.5,"1","0","5","7","4",11.25,"0",12.7,3.7,-1.7,"Enrolled"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",124,"Portuguese",19,1,"Skilled Workers in Industry, Construction and Craftsmen","Armed Forces Professions",116,1,0,1,1,0,0,19,0,"0","6","7","0",0,"0","0","5","5","0",0,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",142,"Portuguese",38,38,"Unskilled Workers","Armed Forces Professions",127,1,0,0,1,0,0,18,0,"0","5","7","3",12.3333333333333,"0","0","5","9","5",12.6,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",142,"Portuguese",38,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",130.8,1,0,0,1,0,1,19,0,"0","7","10","6",12.5833333333333,"0","0","8","8","7",12.6714285714286,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",6,"Nursing","daytime","Secondary education",126,"Portuguese",12,37,"Personal Services, Security and Safety Workers and Sellers","Unskilled Workers",121.8,1,0,0,1,0,0,19,0,"0","7","8","6",13.7316666666667,"0","0","8","10","7",13.7714285714286,"0",12.4,0.5,1.79,"Dropout"
"Single","Transfer",1,"Management","daytime","Secondary education",130,"Portuguese",34,34,"(blank)","(blank)",109.8,1,0,0,0,1,0,23,0,"0","3","3","0",0,"0","0","2","2","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",133,"Brazilian",19,19,"Unskilled Workers","Unskilled Workers",119.7,1,0,1,1,0,1,19,1,"0","6","8","6",12.6666666666667,"0","0","6","7","6",12.6666666666667,"0",8.9,1.4,3.51,"Graduate"
"Single","Technological specialization diploma holders",1,"Veterinary Nursing","daytime","Technological specialization course",150,"Portuguese",19,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",150,1,0,0,1,0,0,19,0,"1","6","8","6",14.1428571428571,"0","1","6","7","6",13,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",144,"Portuguese",1,1,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",127.2,1,0,0,1,0,1,20,0,"0","6","6","6",12.6666666666667,"0","0","6","8","6",13,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",1,"Communication Design","daytime","Secondary education",118,"Portuguese",38,19,"Unskilled Workers","Intermediate Level Technicians and Professions",111,1,0,0,1,0,0,21,0,"0","6","6","6",12.5,"0","0","6","6","6",12.6666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",1,19,"Office workers, secretaries in general and data processing operators","Hotel, catering, trade and other services directors",140,1,0,0,1,0,0,22,0,"0","6","6","6",15.1666666666667,"0","0","6","6","6",16,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - special contingent (Azores Island)",2,"Basic Education","daytime","Secondary education",124,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",113.9,1,0,0,1,0,1,19,0,"0","6","8","6",12.6666666666667,"0","0","6","7","6",12,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",127,"Portuguese",37,38,"Unskilled Workers","Unskilled Workers",120.7,1,0,1,1,1,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",7.6,2.6,0.32,"Dropout"
"De facto union","Over 23 years old",1,"Management","daytime","Secondary education",133.1,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",119.8,0,0,0,1,1,0,26,0,"0","5","9","5",12,"0","0","5","5","5",10.2,"0",11.1,0.6,2.02,"Enrolled"
"Single","3rd phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",110,"Portuguese",19,2,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.7,1,0,1,1,1,1,20,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",12.4,0.5,1.79,"Graduate"
"Married","Over 23 years old",1,"Management","daytime","Secondary education",160,"Portuguese",37,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",110,0,0,0,1,1,0,30,0,"0","5","8","2",11,"0","0","5","6","4",11.5,"0",15.5,2.8,-4.06,"Dropout"
"Single","Change of course",1,"Agronomy","daytime","Secondary education",120,"Portuguese",1,1,"Administrative staff","Armed Forces Professions",134.4,0,0,0,1,1,0,24,0,"0","6","7","6",15.7142857142857,"0","0","6","10","6",15.9,"0",15.5,2.8,-4.06,"Dropout"
"Single","2nd phase - general contingent",6,"Management","daytime","Secondary education",129,"Portuguese",19,1,"Unskilled Workers","Administrative staff",122,1,0,0,1,1,0,19,0,"0","5","8","5",11.6,"1","0","5","10","4",10.75,"0",9.4,-0.8,-3.12,"Graduate"
"Single","Over 23 years old",1,"Advertising and Marketing Management","daytime","Secondary education",140,"Portuguese",38,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",105.2,0,0,0,1,1,0,29,0,"0","6","7","1",14,"0","0","6","6","0",0,"0",16.2,0.3,-0.92,"Dropout"
"Single","2nd phase - general contingent",5,"Informatics Engineering","daytime","Secondary education",131,"Portuguese",19,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",123.3,1,0,0,1,1,1,19,0,"0","5","9","5",12.6,"0","0","5","8","2",12.5,"0",8.9,1.4,3.51,"Dropout"
"Single","2nd phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",129,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",124.8,1,0,0,1,1,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",12.7,3.7,-1.7,"Dropout"
"Single","Change of course",1,"Tourism","daytime","Secondary education",112,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",108.5,0,0,0,1,1,0,21,0,"0","6","6","6",12.6666666666667,"0","0","6","7","5",11.4,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",1,"Tourism","daytime","Secondary education",119,"Portuguese",1,1,"Administrative staff","Armed Forces Professions",125,0,0,0,1,1,0,19,0,"0","6","7","5",10.8,"0","0","6","10","2",10.5,"0",10.8,1.4,1.74,"Enrolled"
"Single","1st phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",123,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Personal Services, Security and Safety Workers and Sellers",112.9,0,0,0,1,1,0,18,0,"0","5","5","0",0,"0","0","5","5","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","2nd phase - general contingent",3,"Communication Design","daytime","Secondary education",131,"Portuguese",38,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.2,1,0,0,1,1,0,18,0,"0","6","6","6",12.8333333333333,"0","0","6","8","5",11.4,"0",15.5,2.8,-4.06,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",120,"Portuguese",34,34,"(blank)","(blank)",111.6,0,0,1,1,1,1,21,0,"0","5","5","5",12.6,"0","0","5","9","3",12.8333333333333,"0",10.8,1.4,1.74,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",125,"Portuguese",1,1,"Administrative staff","Specialists in Intellectual and Scientific Activities",134.1,1,0,0,1,1,0,20,0,"0","5","0","0",0,"0","0","5","0","0",0,"0",8.9,1.4,3.51,"Dropout"
"Single","3rd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",121,"Portuguese",37,38,"Administrative staff","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",111.9,1,0,0,1,1,0,19,0,"0","6","6","6",14.1666666666667,"0","0","6","6","6",14,"0",13.9,-0.3,0.79,"Graduate"
"Single","Change of institution/course",1,"Management","daytime","Secondary education",148,"Portuguese",1,19,"Unskilled Workers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",118.4,1,0,0,1,1,0,30,0,"0","5","7","5",13.4,"0","0","5","7","4",13.25,"0",8.9,1.4,3.51,"Dropout"
"Single","2nd phase - general contingent",3,"Animation and Multimedia Design","daytime","Secondary education",125,"Portuguese",37,37,"Personal Services, Security and Safety Workers and Sellers","Armed Forces Professions",120.5,1,0,0,1,1,0,22,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",4,"Communication Design","daytime","Secondary education",128,"Portuguese",1,1,"Unskilled Workers","Armed Forces Professions",136.1,1,0,1,0,1,0,19,0,"0","6","6","6",12.6666666666667,"0","0","6","8","5",11.8,"0",11.1,0.6,2.02,"Dropout"
"Single","2nd phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",132,"Portuguese",1,19,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",124,1,0,0,1,1,0,21,0,"0","5","7","3",12.3333333333333,"0","0","5","5","4",11.25,"0",7.6,2.6,0.32,"Dropout"
"Single","2nd phase - general contingent",4,"Veterinary Nursing","daytime","Secondary education",137,"Portuguese",38,38,"Personal service workers","Personal service workers",141.6,0,0,0,1,1,0,21,0,"0","5","7","4",12.25,"0","0","5","7","5",12,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",2,"Management","daytime","Secondary education",116,"Portuguese",37,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",124.8,1,0,0,1,1,0,20,0,"0","5","9","2",14.3333333333333,"0","0","5","10","2",12.5,"0",7.6,2.6,0.32,"Enrolled"
"Single","1st phase - general contingent",3,"Animation and Multimedia Design","daytime","Secondary education",140,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",124.3,1,0,0,1,1,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",19,37,"Personal Services, Security and Safety Workers and Sellers","Installation and Machine Operators and Assembly Workers",130.2,0,0,0,1,1,0,18,0,"0","6","6","6",13.5,"0","0","6","0","0",0,"0",12.7,3.7,-1.7,"Dropout"
"De facto union","Holders of other higher courses",1,"Communication Design","daytime","Higher education - degree",140,"Portuguese",37,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",140,0,0,0,0,1,0,30,0,"0","6","6","1",10,"0","0","6","6","0",0,"0",15.5,2.8,-4.06,"Dropout"
"Single","2nd phase - general contingent",2,"Informatics Engineering","daytime","Secondary education",137,"Portuguese",1,1,"Administrative staff","Administrative staff",130.4,1,0,1,1,1,0,18,0,"0","5","10","1",12,"0","0","5","7","3",10.6666666666667,"1",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",2,"Advertising and Marketing Management","daytime","Secondary education",122,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",116.1,1,0,0,1,1,1,18,0,"0","5","6","4",12.25,"0","0","5","5","5",12.2,"0",9.4,-0.8,-3.12,"Dropout"
"Single","Change of course",2,"Management (evening attendance)","evening","Secondary education",140,"Portuguese",37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.3,1,0,0,0,1,0,27,0,"0","5","5","0",0,"0","0","5","5","0",0,"0",12.7,3.7,-1.7,"Dropout"
"Single","2nd phase - general contingent",6,"Advertising and Marketing Management","daytime","Secondary education",125,"Portuguese",38,1,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",125,1,0,0,1,1,0,20,0,"0","6","8","4",14.25,"0","0","6","10","5",14,"0",10.8,1.4,1.74,"Graduate"
"Single","Change of course",1,"Nursing","daytime","Secondary education",132,"Portuguese",1,38,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",129.6,0,1,0,1,1,0,23,0,"0","7","10","6",12.7333333333333,"0","0","8","10","7",11.95,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",3,"Animation and Multimedia Design","daytime","Secondary education",155,"Portuguese",4,3,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",144.2,1,0,0,1,1,0,19,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",144,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",128.8,1,0,0,1,1,0,19,0,"0","7","7","6",13.2,"0","0","7","7","6",13.2,"0",7.6,2.6,0.32,"Graduate"
"Single","Over 23 years old",1,"Informatics Engineering","daytime","Secondary education",130,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",134,0,0,0,1,1,1,24,0,"0","5","8","5",11.8333333333333,"0","0","5","8","4",14,"0",12.7,3.7,-1.7,"Enrolled"
"Single","2nd phase - general contingent",4,"Informatics Engineering","daytime","Secondary education",133,"Portuguese",3,1,"Unskilled Workers","Intermediate Level Technicians and Professions",123.2,1,0,0,1,1,0,18,0,"0","5","5","5",13.6,"0","0","5","6","5",14.6,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",3,"Informatics Engineering","daytime","Secondary education",131,"Portuguese",37,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",118.4,0,0,0,1,1,0,18,0,"0","5","10","0",0,"0","0","5","10","2",11.5,"1",7.6,2.6,0.32,"Dropout"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",118,"Portuguese",19,38,"Skilled Workers in Industry, Construction and Craftsmen","Unskilled Workers",113.5,1,0,0,1,0,1,19,0,"0","6","9","5",13.5,"0","0","6","6","6",14,"0",12.4,0.5,1.79,"Graduate"
